id,title,status,created,updated,tags,date_start,date_end,date_precision,calendar,evidence_category,confidence,summary,source_id,chapter,page,kindle_location,screenshot_file,people,events,places,organizations,themes,related_fact_cards,notes
TIME_MEXEMP_0226,1866年4月、Napoleon IIIが撤兵方針と帝国維持希望を同時に示した,draft,2026-06-08,2026-06-08,timeline;chapter2;mexemp;shawcross,1866-04,,month,Gregorian,primary_testimony,probable,Napoleon IIIはMaximilian宛の4月書簡で、撤兵方針と並行してMexico帝国維持への希望を示し、French Foreign Legion残留や25 million francs利払い放棄を約束したと叙述される。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 7 THE END OF THE AFFAIR,Kindle PC 205/400,No.2896/7062,スクリーンショット 2026-05-31 13.09.46.png,Napoleon III;Maximilian,French withdrawal crisis,France;Mexico,French Empire;French Foreign Legion;Mexican Empire,French withdrawal;military dependence;Mexican imperial finance,FACT_MEXEMP_1512;FACT_MEXEMP_1513;FACT_MEXEMP_1525,Creative use: 撤兵通告と限定支援が同居する曖昧な書簡として使える。 Verification needed: yes. Caution: 書簡の正確な日付、全文、条件、政策決定過程を確認する。
TIME_MEXEMP_0227,1867年末までFrench troopsの最後の部隊がMexicoに残る構想があった,draft,2026-06-08,2026-06-08,timeline;chapter2;mexemp;shawcross,1867-12,,planned_month_or_end_of_year,Gregorian,author_interpretation,probable,Bazaineの構想では、French troopsの最後の部隊は1867年末までMexicoを離れず、Maximilianに約18か月のFrench military supportを与える予定だった。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 7 THE END OF THE AFFAIR,Kindle PC 205/400,No.2896/7062,スクリーンショット 2026-05-31 13.09.46.png,Achille Bazaine;Maximilian;Benito Juárez,French evacuation planning;Mexican Empire military reform,Mexico,French army;Mexican army;Mexican Empire,French withdrawal;military dependence;occupation and legitimacy,FACT_MEXEMP_1521;FACT_MEXEMP_1522;FACT_MEXEMP_1523,Creative use: French supportがまだ続くという一時的な希望と依存を同時に示せる。 Verification needed: yes. Caution: 計画であり実際の撤退日程ではない。Bazaineの一次資料で確認する。
TIME_MEXEMP_0228,1866年4月、MaximilianがLanglais改革実施を発表した,draft,2026-06-08,2026-06-08,timeline;chapter2;mexemp;shawcross,1866-04,,month,Gregorian,historical_fact,probable,MaximilianはLanglais’s reformsの実施を発表したが、帝国財政と軍事補給の実態は深刻で、未払い給与・補給不足が露呈していた。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 7 THE END OF THE AFFAIR,Kindle PC 208/400,No.2937/7062,スクリーンショット 2026-05-31 13.09.49.png,Maximilian;Jacques Langlais;Achille Bazaine;Alphonse Dano,Langlais改革;Maximilian帝国財政危機,Mexico,Mexican imperial government;Mexican treasury;French army;Austrian volunteers;Belgian volunteers,imperial finance;military dependence;paper empire,FACT_MEXEMP_1531;FACT_MEXEMP_1532;FACT_MEXEMP_1533;FACT_MEXEMP_1534;FACT_MEXEMP_1535;FACT_MEXEMP_1536,Creative use: 改革発表の晴れやかさと財政破綻寸前の現実を同じ月の出来事として対比できる。 Verification needed: yes. Caution: Langlais改革の具体内容、発表日、未払いの会計根拠を確認する。
TIME_MEXEMP_0229,1866年5月20日、Almonteが新しいentente cordiale案を提出した,draft,2026-06-08,2026-06-08,timeline;chapter2;mexemp;shawcross,1866-05-20,,day,Gregorian,historical_fact,probable,AlmonteはMaximilianの代表としてFrench governmentに出頭し、Treaty of Miramarに代わる新しいentente cordiale案を提出した。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 7 THE END OF THE AFFAIR,Kindle PC 208/400,No.2937/7062,スクリーンショット 2026-05-31 13.09.49.png,Juan Nepomuceno Almonte;Maximilian;Napoleon III,Treaty of Miramar代替交渉;French evacuation,Paris;France;Mexico,French government;French Foreign Ministry;French war ministry;Mexican imperial government,diplomacy;diplomatic isolation;French withdrawal,FACT_MEXEMP_1540;FACT_MEXEMP_1541;FACT_MEXEMP_1542;FACT_MEXEMP_1543;FACT_MEXEMP_1544,Creative use: AlmonteがParisでMaximilian最後の対仏交渉案を差し出す場面として使える。 Verification needed: yes. Caution: 提出文書、提出先、French側回答の日付と文面を確認する。
TIME_MEXEMP_0230,1866年春、Belgian volunteers追加募集が禁じられた,draft,2026-06-08,2026-06-08,timeline;chapter2;mexemp;shawcross,1866-spring,,season,Gregorian,author_interpretation,probable,Maximilianの軍再編構想はBelgiumとAustriaからの新たな義勇兵に依存していたが、United Statesの圧力などによりBelgian volunteersの追加募集は禁じられた。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 7 THE END OF THE AFFAIR,Kindle PC 208/400,No.2937/7062,スクリーンショット 2026-05-31 13.09.49.png,Maximilian;Leopold II;Carlota;William H. Seward,European volunteers募集問題,Mexico;Belgium;Austria;Washington;United States,Belgian volunteers;Belgian government;Austrian volunteers;United States government,European volunteers;US pressure;Monroe Doctrine,FACT_MEXEMP_1545;FACT_MEXEMP_1546;FACT_MEXEMP_1547,Creative use: 自立軍を作るはずの計画が、外国人義勇兵とUnited Statesの外交圧力で崩れる構図として使える。 Verification needed: yes. Caution: Belgium側の政策判断とUnited States圧力の具体文書を確認する。
TIME_MEXEMP_0231,1866年、Austrian volunteers追加募集協定に署名した,draft,2026-06-08,2026-06-08,timeline;chapter2;mexemp;shawcross,1866,,year,Gregorian,historical_fact,probable,"MaximilianはAustrian volunteersについて、1866年に4,000人、以後1870年まで毎年2,000人を登録する協定に署名した。",SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 7 THE END OF THE AFFAIR,Kindle PC 208/400,No.2937/7062,スクリーンショット 2026-05-31 13.09.49.png,Maximilian;Franz Joseph,Austrian volunteers recruitment;European volunteers募集問題,Austria;Mexico,Austrian volunteers;Austrian government;Mexican imperial government,European volunteers;military dependence;foreign volunteers,FACT_MEXEMP_1549,Creative use: 軍再編構想が単発の増援ではなく、1870年まで続く外国人兵供給計画だったことを示せる。 Verification needed: yes. Caution: 協定の正式名称・署名日・相手方・法的効力を確認する。
TIME_MEXEMP_0232,1866年5月、TriesteのAustrian volunteersが解散させられた,draft,2026-06-08,2026-06-08,timeline;chapter2;mexemp;shawcross,1866-05,,month,Gregorian,historical_fact,probable,"約1,000人のAustrian volunteersがTriesteに集結したが、Sewardの対Austria圧力を受け、Franz Josephは彼らの解散を命じた。",SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 7 THE END OF THE AFFAIR,Kindle PC 208/400,No.2937/7062,スクリーンショット 2026-05-31 13.09.49.png,William H. Seward;Franz Joseph;Maximilian,Austrian volunteers recruitment;Trieste義勇兵解散,Trieste;Austria;Washington;Mexico,Austrian volunteers;Austrian Legion;Austrian government;United States government,US pressure;Monroe Doctrine;Habsburg abandonment,FACT_MEXEMP_1550;FACT_MEXEMP_1551;FACT_MEXEMP_1552;FACT_MEXEMP_1553,Creative use: 出航前のTriesteで希望が断たれる場面として、帝国崩壊の国際政治的圧力を視覚化できる。 Verification needed: yes. Caution: Trieste集結人数、Seward通告、Franz Joseph解散命令、義勇兵の反応を個別に確認する。
TIME_MEXEMP_0233,1848年、Louis Philippeが退位した,draft,2026-06-08,2026-06-08,timeline;chapter2;mexemp;shawcross,1848,,year,Gregorian,historical_fact,probable,Louis Philippeが退位した。この出来事は、孫娘Carlotaが退位を一族の破滅として記憶し、Maximilianの退位に反対する背景として叙述される。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 7 THE END OF THE AFFAIR,Kindle PC 211/400,No.2978/7062,スクリーンショット 2026-05-31 13.09.52.png,Louis Philippe;Carlota;Maximilian,Louis Philippe’s abdication;Maximilian’s contemplated abdication,France;Mexico,House of Orléans;Mexican Empire,dynastic memory;abdication;monarchy,FACT_MEXEMP_1565,Creative use: Carlotaの退位拒否を、1848年の家族的記憶と接続できる。 Verification needed: yes. Caution: Louis Philippe退位そのものとCarlotaの記憶・解釈を分けて確認する。
TIME_MEXEMP_0234,1865年10月、BiarritzでNapoleon IIIとBismarckが秘密会談を行った,draft,2026-06-08,2026-06-08,timeline;chapter2;mexemp;shawcross,1865-10,,month,Gregorian,variant_disputed,uncertain,BiarritzでNapoleon IIIとOtto von Bismarckが秘密会談を行い、Austriaを孤立させる場合のフランスの利益をめぐる外交的期待が形成されたと叙述される。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 7 THE END OF THE AFFAIR,Kindle PC 211/400,No.2978/7062,スクリーンショット 2026-05-31 13.09.52.png,Napoleon III;Otto von Bismarck;Franz Joseph,Biarritz meeting;Austro-Prussian War,Biarritz;France;Prussia;Austria,French Empire;Prussia;Austria,secret diplomacy;European balance of power;French neutrality,FACT_MEXEMP_1580,Creative use: Napoleon IIIのMexico政策と欧州外交を同じ計算の中に置く年表点になる。 Verification needed: yes. Caution: 約束内容は一次資料・外交史研究でクロスチェック必須。
TIME_MEXEMP_0235,1866年6月28日、Parisからentente cordiale案拒絶の知らせが届いた,draft,2026-06-08,2026-06-08,timeline;chapter2;mexemp;shawcross,1866-06-28,,day,Gregorian,primary_testimony,probable,Parisから、Maximilianの新しい entente cordiale 案が退けられたとの知らせが届き、Maximilianは退位を考える段階に至ったとされる。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 7 THE END OF THE AFFAIR,Kindle PC 211/400,No.2978/7062,スクリーンショット 2026-05-31 13.09.52.png,Maximilian;Almonte;Carlota,rejection of entente cordiale;Maximilian’s contemplated abdication,Paris;Mexico,French government;Mexican Empire,abdication;French withdrawal;diplomacy;imperial collapse,FACT_MEXEMP_1562;FACT_MEXEMP_1563;FACT_MEXEMP_1564,Creative use: 退位危機が具体的な日付で始まる場面に使える。 Verification needed: yes. Caution: 退位決意の心理描写と実際の意思決定過程は分けて扱う。
TIME_MEXEMP_0236,1866年7月9日、CarlotaがEuropeへ向けMexico Cityを出発した,draft,2026-06-08,2026-06-08,timeline;chapter2;mexemp;shawcross,1866-07-09,,day,Gregorian,historical_fact,probable,CarlotaはEuropeへ向け、早朝にMexico Cityを出発した。彼女はNapoleon IIIに直接訴え、Mexican Empireの存続を図ろうとしていた。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 7 THE END OF THE AFFAIR,Kindle PC 211/400,No.2978/7062,スクリーンショット 2026-05-31 13.09.52.png,Carlota;Maximilian;Napoleon III,Carlota’s departure for Europe;Carlota’s mission to Europe,Mexico City;Europe;France,Mexican Empire;French Empire,diplomacy;imperial survival;abdication crisis,FACT_MEXEMP_1569;FACT_MEXEMP_1570;FACT_MEXEMP_1573;FACT_MEXEMP_1574;FACT_MEXEMP_1575,Creative use: Carlotaの政治的主体性と夫婦の別れを重ねた転換点に使える。 Verification needed: yes. Caution: 出発時刻、同行者、旅程は別史料で確認する。
TIME_MEXEMP_0237,1866年夏、Prussia・ItalyとAustriaの戦争でHabsburg勢力が危機に直面した,draft,2026-06-08,2026-06-08,timeline;chapter2;mexemp;shawcross,1866,,season,Gregorian,historical_fact,probable,1866年夏、PrussiaとItalyがAustriaと戦争状態に入り、Habsburg勢力は欧州で重大な危機に直面した。Napoleon IIIは中立を保ち、MexicoのMaximilianだけでなくAustriaのFranz JosephもFrench helpを期待できない状況となった。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 7 THE END OF THE AFFAIR,Kindle PC 211/400,No.2978/7062,スクリーンショット 2026-05-31 13.09.52.png,Otto von Bismarck;Napoleon III;Franz Joseph;Maximilian,Austro-Prussian War;Third Italian War of Independence,Prussia;Austria;Italy;France;Mexico,Prussia;Austria;Italy;French Empire;Habsburg monarchy;Mexican Empire,European diplomacy;French neutrality;Habsburg crisis;Mexican Empire collapse,FACT_MEXEMP_1576;FACT_MEXEMP_1577;FACT_MEXEMP_1578;FACT_MEXEMP_1579;FACT_MEXEMP_1580,Creative use: Mexico帝国崩壊を欧州国際政治の同時危機として整理できる。 Verification needed: yes. Caution: Mexico政策への影響はフランス側・オーストリア側・メキシコ共和派側の資料で要クロスチェック。
TIME_MEXEMP_0238,1866年8月、MaximilianはCarlotaにNapoleon IIIとの交渉成果を期待した,draft,2026-06-08,2026-06-08,timeline;chapter2;mexemp;shawcross,1866-08,,month,Gregorian,primary_testimony,probable,CarlotaがFranceへ到着する直前、Maximilianは彼女に対し、Napoleon IIIはなお有利な立場にあり、French troops残留、追加財政支援、Bazaine更迭を交渉する好機だと書き送った。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 7 THE END OF THE AFFAIR,Kindle PC 213/400,No.3020/7062,スクリーンショット 2026-05-31 13.09.55.png,Maximilian;Carlota;Napoleon III;Achille Bazaine,Carlota’s mission to Europe,Mexico;France,Mexican Empire;French Empire;French army,diplomatic misjudgment;French military dependence,FACT_MEXEMP_1581;FACT_MEXEMP_1582;FACT_MEXEMP_1584;FACT_MEXEMP_1585,Creative use: Carlota渡欧直前のMaximilianの期待と誤算を示す導入場面にできる。 Verification needed: yes. Caution: Maximilianの認識・書簡内容として扱い、Napoleon IIIの実際の余力とは分ける。
TIME_MEXEMP_0239,1866年8月初旬、CarlotaはSaint-Nazaireへ到着した,draft,2026-06-08,2026-06-08,timeline;chapter2;mexemp;shawcross,1866-08,,month,Gregorian,historical_fact,probable,Carlotaは1866年8月初旬にSaint-Nazaireへ到着した。この時点でPrussiaはAustriaに短期戦で勝利し、Napoleon IIIの欧州外交は悪化していた。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 7 THE END OF THE AFFAIR,Kindle PC 213/400,No.3020/7062,スクリーンショット 2026-05-31 13.09.55.png,Carlota;Napoleon III;Franz Joseph;Otto von Bismarck,Carlota’s mission to Europe;Austro-Prussian War,Saint-Nazaire;France;Prussia;Austria,French Empire;Prussian army;Austrian army,European balance of power;Habsburg crisis;Napoleon III’s foreign policy,FACT_MEXEMP_1586;FACT_MEXEMP_1587;FACT_MEXEMP_1588;FACT_MEXEMP_1589,Creative use: Carlotaの到着とNapoleon IIIの弱体化を同時に描く転換点にできる。 Verification needed: yes. Caution: Saint-Nazaire到着の正確な日付、Prussia勝利後のFrance国内反応は別資料で確認する。
TIME_MEXEMP_0240,1866年8月、Napoleon IIIの対Prussia外交危機が深まったとされる,draft,2026-06-08,2026-06-08,timeline;chapter2;mexemp;shawcross,1866-08,,month,Gregorian,variant_disputed,uncertain,Napoleon IIIはBismarckが約束したとされる領土的見返りを求めようとしたが、Prussia側は強硬に応じ、France国内では対Prussia政策批判が高まったと叙述される。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 7 THE END OF THE AFFAIR,Kindle PC 213/400,No.3020/7062,スクリーンショット 2026-05-31 13.09.55.png,Napoleon III;Otto von Bismarck,Bismarck-Napoleon III diplomatic crisis,France;Prussia;Rhine,French Empire;Prussian army,secret diplomacy;European balance of power;French public opinion,FACT_MEXEMP_1590;FACT_MEXEMP_1591;FACT_MEXEMP_1592;FACT_MEXEMP_1593,Creative use: Napoleon IIIがMexico支援を回避する外交的背景として使える。 Verification needed: yes. Caution: Bismarckとの約束・領土的見返りは外交史上要検証。断定しない。
TIME_MEXEMP_0241,1866年8月11日、CarlotaはSaint-CloudでのNapoleon III謁見へ向かった,draft,2026-06-08,2026-06-08,timeline;chapter2;mexemp;shawcross,1866-08-11,,day,Gregorian,primary_testimony,probable,CarlotaはNapoleon IIIに謁見するため、ParisのホテルからSaint-Cloudへ向かった。彼女は群衆の歓声を受けたが、不安を抱えつつ、到着時には宮廷儀礼の中で平静を取り戻したと描かれる。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 7 THE END OF THE AFFAIR,Kindle PC 213/400,No.3020/7062,スクリーンショット 2026-05-31 13.09.55.png,Carlota;Napoleon III;Juan Nepomuceno Almonte,Saint-Cloud audience,Paris;Grand Hotel;Saint-Cloud,French Empire;Mexican Empire;Imperial Guard,imperial audience;court ritual;diplomatic crisis,FACT_MEXEMP_1605;FACT_MEXEMP_1606;FACT_MEXEMP_1607;FACT_MEXEMP_1608,Creative use: CarlotaのFrance交渉編の劇的山場として使える。 Verification needed: yes. Caution: Parisの群衆の歓声をMexico国内支持と混同しない。謁見内容は次ページ以降で確認する。
TIME_MEXEMP_0242,1866年8月11日、CarlotaはSaint-CloudでNapoleon IIIへ支援継続を訴えた,draft,2026-06-08,2026-06-08,timeline;chapter2;mexemp;shawcross,1866-08-11,,day,Gregorian,primary_testimony,probable,CarlotaはSaint-CloudでNapoleon IIIと面会し、Maximilianの書簡・覚書・関連文書を提示して、FranceがMaximilianとMexican Empireを見捨てないよう訴えた。Napoleon IIIは、個人的感情とは別に、支援はもはや自分の裁量ではないと述べたとされる。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 7 THE END OF THE AFFAIR,Kindle PC 216/400,No.3060/7062,スクリーンショット 2026-05-31 13.09.58.png,Carlota;Napoleon III;Maximilian;Eugenie,Carlota's meeting with Napoleon III;French withdrawal from Mexico,Saint-Cloud,French Empire;Mexican Empire,diplomatic appeal;imperial obligation;abandonment,FACT_MEXEMP_1609;FACT_MEXEMP_1610;FACT_MEXEMP_1611;FACT_MEXEMP_1612;FACT_MEXEMP_1613;FACT_MEXEMP_1614;FACT_MEXEMP_1615;FACT_MEXEMP_1616;FACT_MEXEMP_1617;FACT_MEXEMP_1618;FACT_MEXEMP_1619,Creative use: Carlotaの最初の直接交渉場面として使える。 Verification needed: yes. Caution: Carlotaの訴えをMexico国民による帝政支持の証拠として扱わない。
TIME_MEXEMP_0243,"1866年8月13日、Carlotaは月額500,000 francsの補助を求めた",draft,2026-06-08,2026-06-08,timeline;chapter2;mexemp;shawcross,1866-08-13,,day,Gregorian,primary_testimony,probable,"CarlotaはNapoleon IIIと二度目に会い、Mexican Empireに月額500,000 francsを支払うことを承認するよう求めた。彼女はNapoleon IIIがMaximilianに送った手書き書簡を示し、Franceの約束を想起させようとした。",SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 7 THE END OF THE AFFAIR,Kindle PC 216/400,No.3060/7062,スクリーンショット 2026-05-31 13.09.58.png,Carlota;Napoleon III;Maximilian,Carlota's second meeting with Napoleon III,Paris,French Empire;Mexican Empire,financial dependency;subsidy;diplomatic pressure,FACT_MEXEMP_1621;FACT_MEXEMP_1622;FACT_MEXEMP_1623;FACT_MEXEMP_1624,Creative use: 補助金要求と過去の約束を突きつける場面として使える。 Verification needed: yes. Caution: 補助金要求は帝政の財政依存を示すが、Mexico側財務資料で照合する。
TIME_MEXEMP_0244,1866年8月14日頃、フランス閣議はMexicoへの追加資金・兵力投入を拒否した,draft,2026-06-08,2026-06-08,timeline;chapter2;mexemp;shawcross,1866-08-14,,inferred_day_from_context,Gregorian,historical_fact,probable,8月13日の会談翌日、フランス閣議はMexicoにこれ以上French moneyもFrench soldiersも投入しない方針を確認した。Carlotaの交渉は政策判断を変えられなかった。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 7 THE END OF THE AFFAIR,Kindle PC 216/400,No.3060/7062,スクリーンショット 2026-05-31 13.09.58.png,Carlota;Napoleon III,French withdrawal from Mexico,Paris;Mexico,French Empire;French government;French army;Mexican Empire,policy decision;military withdrawal;fiscal refusal,FACT_MEXEMP_1625,Creative use: FranceがMexico帝国延命を打ち切る決定的場面として使える。 Verification needed: yes. Caution: 日付は文脈上の翌日推定として扱い、閣議記録で確認する。
TIME_MEXEMP_0245,1866年8月15日、CarlotaはMaximilianへなお希望を持つと書いた,draft,2026-06-08,2026-06-08,timeline;chapter2;mexemp;shawcross,1866-08-15,,day,Gregorian,primary_testimony,probable,"CarlotaはMaximilianへ書簡を送り、月額500,000 francsの補助金獲得に失敗したことを認めつつ、なお何かを成し遂げられるという確信を示した。またNapoleon IIIとEugenieへの失望も伝えたとされる。",SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 7 THE END OF THE AFFAIR,Kindle PC 216/400,No.3060/7062,スクリーンショット 2026-05-31 13.09.58.png,Carlota;Maximilian;Napoleon III;Eugenie,Carlota's mission to France,Paris;Mexico,French Empire;Mexican Empire,marital correspondence;failed negotiation;hope against evidence,FACT_MEXEMP_1626;FACT_MEXEMP_1627;FACT_MEXEMP_1628,Creative use: 敗北を認めつつ希望を手放さないCarlotaの内面描写に使える。 Verification needed: yes. Caution: Carlotaの私的評価を客観的人物評として扱わない。
TIME_MEXEMP_0246,1866年8月19日、Napoleon IIIはGrand HotelでCarlotaを最終的に拒絶した,draft,2026-06-08,2026-06-08,timeline;chapter2;mexemp;shawcross,1866-08-19,,day,Gregorian,primary_testimony,probable,Napoleon IIIはGrand Hotelを訪れてCarlotaと会談した。CarlotaはFrench support継続を最後まで訴え、Corps législatifが資金を認めないなら議会を解散しFrench peopleに問うべきだと主張したが、Napoleon IIIは彼女の希望を否定し、返答せず退室した。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 7 THE END OF THE AFFAIR,Kindle PC 216/400,No.3060/7062,スクリーンショット 2026-05-31 13.09.58.png,Carlota;Napoleon III,Carlota's final appeal to Napoleon III;French withdrawal from Mexico,Paris;Grand Hotel,French Empire;Corps législatif;Mexican Empire,final refusal;plebiscitary politics;imperial abandonment,FACT_MEXEMP_1629;FACT_MEXEMP_1630;FACT_MEXEMP_1631;FACT_MEXEMP_1632;FACT_MEXEMP_1633;FACT_MEXEMP_1634;FACT_MEXEMP_1635;FACT_MEXEMP_1636;FACT_MEXEMP_1637,Creative use: CarlotaのFrance交渉が完全に破綻する場面として使える。 Verification needed: yes. Caution: Carlotaの切迫感と、外国軍・外国資金による帝政延命工作という共和派側の見方を分けて扱う。
TIME_MEXEMP_0247,1866年8月22日、CarlotaはParisからMaximilianへ書簡を書いた,draft,2026-06-08,2026-06-08,timeline;chapter2;mexemp;shawcross,1866-08-22,,day,Gregorian,primary_testimony,probable,CarlotaはParisからMaximilianへ書簡を書き、Napoleon IIIの拒絶を政治的制約ではなく意図的裏切りとして描きつつ、Maximilianには退位せずMexicoに留まるよう促した。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 7 THE END OF THE AFFAIR,Kindle PC 219/400,No.3100/7062,スクリーンショット 2026-05-31 13.10.01.png,Carlota;Maximilian;Napoleon III,Carlota's European mission,Paris;Mexico,French Empire;Mexican Empire;Corps législatif;United States,betrayal;abdication;imperial crisis,FACT_MEXEMP_1640;FACT_MEXEMP_1641;FACT_MEXEMP_1642;FACT_MEXEMP_1643;FACT_MEXEMP_1644;FACT_MEXEMP_1645;FACT_MEXEMP_1646;FACT_MEXEMP_1647,Creative use: Carlotaの精神状態と政治的執着を同時に示す書簡場面。 Verification needed: yes. Caution: 書簡原文を確認し、Carlotaの視点を客観情勢判断と混同しない。
TIME_MEXEMP_0248,1866年9月、CarlotaはRomeへ向かう前にMiramarで休息した,draft,2026-06-08,2026-06-08,timeline;chapter2;mexemp;shawcross,1866-09,,month,Gregorian,primary_testimony,probable,CarlotaはRomeへ向かう前にMiramarで休息した。Miramar到着時、彼女は故居を見て涙を流し、Maximilianから写真入り書簡を受け取ってさらに動揺したと叙述される。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 7 THE END OF THE AFFAIR,Kindle PC 219/400,No.3100/7062,スクリーンショット 2026-05-31 13.10.01.png,Carlota;Maximilian,Miramar stay;planned Rome mission,Miramar;Rome,Mexican Empire;Catholic Church,homecoming;separation;concordat,FACT_MEXEMP_1652;FACT_MEXEMP_1653;FACT_MEXEMP_1654;FACT_MEXEMP_1655;FACT_MEXEMP_1656;FACT_MEXEMP_1657,Creative use: 過去の幸福と現在の危機を重ねる帰還場面。 Verification needed: yes. Caution: Miramar到着の具体日、書簡現物、心理描写の証言源を確認する。
TIME_MEXEMP_0249,1866年9月14日、BlasioがTriesteへ到着した,draft,2026-06-08,2026-06-08,timeline;chapter2;mexemp;shawcross,1866-09-14,,day,Gregorian,primary_testimony,probable,Maximilianから重要文書を託されたBlasioがTriesteへ到着し、Carlotaの異変、書簡改竄への疑念、Napoleon IIIへの恐怖を察知した。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 7 THE END OF THE AFFAIR,Kindle PC 219/400,No.3100/7062,スクリーンショット 2026-05-31 13.10.01.png,José Luis Blasio;Carlota;Maximilian;Napoleon III,Blasio mission to Europe,Trieste,Mexican Empire;French Empire,paranoia;correspondence;observation,FACT_MEXEMP_1663;FACT_MEXEMP_1664;FACT_MEXEMP_1665;FACT_MEXEMP_1666;FACT_MEXEMP_1667;FACT_MEXEMP_1668,Creative use: 第三者の目からCarlotaの変調を描く場面。 Verification needed: yes. Caution: Blasioの正式役職と観察記録の原典を確認する。
TIME_MEXEMP_0250,1866年9月16日、CarlotaはMiramarでMexican independenceの祝宴を開いた,draft,2026-06-08,2026-06-08,timeline;chapter2;mexemp;shawcross,1866-09-16,,day,Gregorian,historical_fact,probable,Mexican independenceの記念日に、CarlotaはMiramarで祝宴を開いた。本文はBlasioがその夜の主催ぶりを観察したところで次画像へ続く。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 7 THE END OF THE AFFAIR,Kindle PC 219/400,No.3100/7062,スクリーンショット 2026-05-31 13.10.01.png,Carlota;José Luis Blasio,Mexican Independence Day celebration at Miramar,Miramar,Mexican Empire,ceremony;imperial performance,FACT_MEXEMP_1671;FACT_MEXEMP_1672;FACT_MEXEMP_1673,Creative use: 崩壊しつつある帝国の儀礼と外見上の威厳を描ける。 Verification needed: yes. Caution: 祝宴内容とBlasioの観察内容は次画像で確認する。
TIME_MEXEMP_0251,1866年9月16日、BlasioはMiramar祝宴でCarlotaの外見を観察した,draft,2026-06-09,2026-06-09,timeline;chapter2;mexemp;shawcross,1866-09-16,,day,Gregorian,primary_testimony,probable,Mexican independence記念日にMiramarで開かれた晩餐の続きとして、BlasioはCarlotaが優雅に装い、異様に輝く目で微笑んでいたと観察した。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 7 THE END OF THE AFFAIR,Kindle PC 222/400ページ,No.3140/7062,スクリーンショット 2026-05-31 13.10.04.png,Carlota;José Luis Blasio,Mexican independence記念祝宴,Miramar,Mexican Empire,Carlotaの精神状態;宮廷儀礼,FACT_MEXEMP_1674,Creative use: 外見上の威厳と内面の崩壊を同時に見せる場面。 Verification needed: yes.
